Crop_Type,Precipitation,Temperature,Soil_Quality,Fertilizer_Usage,Pesticide_Usage,Irrigation_Water,Humidity,Season,Crop_Yield
Wheat,277.3188586129591,27.13609708054754,9.57808102954724,241.9184295218468,53.64930561197496,462.7491327276211,87.1975437819774,Fall,4.529923881142048
Cotton,291.3174735496103,18.3114039287178,7.473206805182487,208.53249535032342,37.501881339504315,293.789123613277,70.52127762051956,Spring,6.373955343695258
Cotton,283.27994673403015,11.41464140366789,9.37148682576295,170.76061576875068,56.587504212049105,284.13079391113314,62.936320711120494,Fall,2.6531807121330355
Wheat,142.26426499723914,19.348026175320342,5.748291759449491,148.6683176104761,44.37622171407419,326.58664239185373,30.210651054639037,Spring,1.5874591753217895
Wheat,258.61279529679405,33.611214567357585,3.3301384731382564,58.01381726965333,60.78709582028472,159.75381870849117,32.40117844434036,Fall,4.214157026412104
Wheat,253.3648195605211,26.043359932463954,1.4754401772824979,246.86439576280824,20.30795814937134,287.66641942695946,42.05107296306698,Spring,5.826821427127301
Cotton,95.7301419729767,26.786978716680174,7.534763663354655,126.69622451500851,99.7291452531296,432.45088668709826,41.160505911359714,Spring,4.792891525192486
Cotton,248.67464224520322,25.807053840940995,2.0917269820498072,80.44564278337336,48.300028992704576,106.19298365500613,45.285527711990724,Summer,7.2880306745585415
Corn,11.102290414647786,14.974803473985919,3.7249761544477047,183.34177107929136,41.34075757366318,209.16686412974852,48.29607826185965,Fall,4.320865782716571
Corn,178.88096354461592,20.458346602557004,5.792238170955077,106.85765781909187,73.91888634846384,100.98183457753768,51.6039296130437,Spring,3.521518285495093
Cotton,69.00265118631091,28.773494959082957,6.0797492900177295,167.15565418620952,42.75094658457992,266.28452365993934,55.23226140413259,Fall,7.454316395349683
Wheat,36.17006573318364,12.53432243882898,6.4052487728842245,167.35358156891823,84.9946874525882,391.3262041974939,35.93198030736088,Spring,4.144214811123476
Wheat,23.085960488762748,16.946319402242807,2.4962979731473056,139.14596418057383,50.884365192438274,419.5087316458514,32.541715917166925,Summer,3.252711100657476
Corn,208.88663276344192,16.90797771164634,4.417636643394839,217.22372310900852,74.76025719388915,478.0759044508026,70.43666694438141,Summer,2.1347969992655225
Cotton,101.96248913041984,20.80047318986265,6.5547480440527,102.9934123110886,19.670789479769788,343.4018451883146,62.240089490584666,Summer,6.656513525902835
Corn,217.43003145862843,34.50921852355462,9.728369781704062,139.72651832354683,86.15072669996006,201.85074666115818,56.64865213320718,Summer,6.8630944951859805
Corn,19.60690223968271,11.68756366709555,7.548680239297198,157.5384257181943,76.21461881002989,469.6591796546796,68.06639647010114,Spring,1.716435593173618
Soybean,94.5871013491831,22.967524859514874,9.30343381384562,182.72494415345992,29.054510061576913,410.12630155215044,79.66076443221243,Fall,3.831196389609911
Soybean,161.84738771260118,14.484117050305262,7.859908524827594,206.7943701011179,23.0757408771208,329.7713932012578,55.661574546972275,Summer,6.374196954886738
Soybean,237.21694945168906,34.266913635243604,6.325452720031604,128.9614565756512,38.4663113853062,378.25608628757436,68.46716790311876,Summer,7.6514820086723505
Wheat,95.62575087962098,12.832587618186604,2.728210322227101,179.2093888193192,97.84635274287139,469.72654200297166,87.21433343010952,Summer,3.9558188449918825
Cotton,187.76741293110274,20.09002505903978,7.000170867032617,80.12219061370382,33.114841711035275,384.9576113891687,80.37746975169364,Fall,7.168347303966708
Cotton,265.79332447085613,28.447124620865154,6.610416093639164,236.52962010849572,51.051448805197,247.3498030338936,55.560048630144564,Spring,4.059182642459268
Cotton,184.75895645469137,27.613860700686132,6.422222534115398,126.61176128420071,12.701820314560269,385.21128091563867,68.68301026888457,Spring,2.6667150770772126
Cotton,69.88784242609013,20.56821592234831,5.408072811894167,195.90428439528768,45.750477660960925,116.11126509415514,40.624255314956386,Spring,1.522399934549653
Soybean,7.320234466961406,18.663104198817955,5.75790943590348,54.06821637643553,61.41880138897925,254.56622473223248,63.63133109370539,Spring,3.6461766504937185
Wheat,261.029662170279,19.940309463821762,4.0099827440629365,91.0374285809614,95.78121512571686,262.5292127382317,88.87969746830657,Fall,3.960087829727915
Wheat,6.380823255116141,16.606906578965983,5.673814233780728,147.41650886471558,56.5062440446058,166.73529376833386,61.098906912151335,Fall,7.643263937767685
Soybean,262.4105018052598,15.133323467669996,2.7780031511063044,225.6504935464693,83.7196593559919,109.23419222070807,85.65829795140884,Fall,2.8394566407340482
Wheat,158.68114020816358,22.07599243897225,8.246569576243392,155.45102999013542,59.24148783120105,153.35249465509713,54.44009523019564,Summer,3.9844996021137806
Soybean,281.72030955386884,16.713343901690184,2.6719925922883703,235.97409645877582,13.67065120919663,361.84859831882204,89.93068963107787,Fall,1.6635018438502356
Cotton,239.63497073209962,17.186541622431253,1.7646966090051976,146.75937931655926,38.35074476707966,420.915526545475,64.75320211365347,Spring,6.463008278094011
Soybean,299.38023316000124,26.418901586863928,4.926214237214417,148.08981934718997,61.79945570479929,495.28139709078965,32.536139654156074,Fall,7.448418035657413
Cotton,105.21354463551305,34.21343329249731,6.924766955554556,73.94935770010638,95.55345693380119,238.54540124339772,65.20528780148328,Summer,3.0458342072971973
Cotton,230.15648667933806,25.090930013984377,4.939451424401872,210.53124883044396,87.321732377611,339.7516889044407,46.4743617407758,Spring,4.28846821916107
Corn,120.57927408277264,11.924486676624158,3.4907871875617773,99.39308249341249,30.55200527609629,474.85798672604875,31.948879322153683,Fall,2.293732038878961
Soybean,143.96268609117266,11.889590346351675,6.023540655013966,229.922497874463,29.809884701724716,166.81671253526105,79.25119828167979,Spring,4.4694302970337905
Corn,188.25163896551103,33.78558052113915,4.1230210187097995,232.1648440660792,28.105567040251067,387.05823453709706,46.543778218845354,Spring,2.36672601368662
Soybean,262.10313425590164,17.43226975768334,9.395809211139698,238.66202237482995,93.02490066722528,401.9914932596653,77.79291324278991,Fall,4.901765213724488
Soybean,295.22504075978856,12.301674652061886,9.303806256432148,154.046097820618,86.73995377915486,135.59021434773535,47.293054977352014,Fall,6.275043262809516
Corn,230.48202415935546,24.976114678759537,5.521346379748859,185.41875695672886,79.7395089027654,444.49975407322603,41.65958123242646,Summer,5.0967280362920935
Corn,125.33003465020013,25.591219457256653,3.950955946164327,205.7031760123327,45.346160280180484,425.24201884433757,88.43613444626564,Fall,3.093927259517944
Soybean,126.40710068312106,26.212620502967205,7.634191725609751,76.20292373009312,55.394263386889016,113.36120263097378,51.69871966530117,Fall,3.799673905547883
Wheat,221.27469047666744,16.68505069643853,1.3304164913475998,170.19143899949944,51.789857031563756,136.4337659520206,66.08257268658963,Fall,5.650722795086611
Cotton,71.6331437304907,10.377767105361876,5.272921054392861,56.859580260662334,32.805829680343535,119.65075755674093,66.59888956886829,Spring,5.333410215630614
Corn,33.1422339394184,34.125384236361796,4.026910548433001,149.51321667774516,55.45252415338903,233.8974127197449,63.62840893041011,Summer,2.3890361227886676
Cotton,106.38664729223296,16.272326142277564,9.284822965922992,80.96853632404549,12.744689306747901,303.71559627197047,84.88174461127288,Spring,6.992171578179668
Wheat,86.17169749622452,26.900657201313688,1.1080272454541429,86.58458519241694,21.862933614771325,312.9390911818515,70.46646428201211,Fall,4.5887279296056
Wheat,88.89243613679703,27.665746746967738,5.975333881465142,123.0095133385203,89.79306365520517,207.06670390777705,54.22398024629581,Summer,2.5553999594215546
Wheat,70.08232531497298,25.250185426987144,7.6659722295996335,136.4874333433006,77.6511790328281,464.63875462410965,81.74282307145644,Fall,2.29837252673574
Corn,12.627956890908564,17.822684855341205,5.365161887716371,174.63448490643745,48.05815681531784,247.30511594876526,40.86377394695786,Spring,7.776086535193346
Wheat,5.362180420024143,16.777406344101642,1.7686272714644948,64.88568368770314,56.543532605548954,118.220062386141,62.65420545662505,Spring,3.329978222628049
Corn,296.3167169208095,24.941707067567577,9.75215251025112,150.73835224748893,43.29989973639797,220.09084461655453,87.03302231662539,Fall,7.405858321456443
Wheat,128.3319401207587,31.652390840292288,5.662093882384881,86.52502605062023,76.67018804446052,312.4437690176622,67.52385779282477,Summer,4.168804441998103
Cotton,115.2979941479045,33.66834322308489,6.527676198871102,164.79503500634837,80.57684613088716,263.2887290352928,79.01810702849258,Spring,4.0084892979457365
Cotton,203.89418480792096,12.64764511009394,3.129488044367566,177.4809224522367,78.69566711828432,209.53700763970366,69.21364353271157,Fall,6.056038302721308
Soybean,65.47616635951925,13.870715314942997,5.351482765961235,161.34185131057077,75.03505523510046,152.52929990572696,80.36225181227343,Fall,1.5642413705404994
Cotton,284.9883551850676,33.618406469576996,4.862345427624897,197.65910209566152,28.405390482351624,427.6658000384919,86.66927279071461,Fall,3.6975818905975384
Soybean,235.90350432466562,28.413380708369814,1.6740625780178537,117.12184884818026,40.41729813164309,498.45809684967674,46.37530365196421,Summer,3.467197129246758
Cotton,26.823300693677854,32.07484562074433,1.9554431819272051,203.0213183266262,52.28608914853074,231.81685340955283,40.179664875403134,Fall,7.142637612846301
Corn,125.2742327354785,15.06581585338358,8.537252676568972,136.55341634163875,39.77136922848901,252.64841767064158,59.039445019952396,Fall,4.939303003635091
Cotton,263.7354922686494,24.689646777735046,3.1583795698593122,146.83689966451936,77.94461801424961,347.2150098707828,72.11174560945295,Spring,3.8697060219576374
Soybean,283.4196066874231,27.528489860436842,2.7546244434876748,179.62042545221428,39.64181718249592,387.3765898942165,43.63147519093297,Fall,3.2295155169481675
Soybean,140.22045337496093,27.002797136174316,5.544203061251253,53.67167679984479,22.440887810680344,256.8118139214365,30.246087025810024,Summer,5.3383137572690895
Wheat,184.0234167632123,20.203792271667453,7.918724182262617,180.79884428404966,45.913640684347364,461.9718067927261,50.576106950202316,Fall,2.48587541353187
Corn,50.11018382762257,10.384872292282711,1.5575186672108914,173.71702981442309,98.19229895041423,324.00159569156733,88.1315601280673,Summer,3.1003309953070803
Cotton,297.350587841093,24.573151420106576,6.1912712767443026,111.96942335065599,30.32932716402183,280.1560305623724,71.6980476363508,Fall,3.4084790729208736
Wheat,69.50151041503302,16.32753847949022,2.0728939855651602,67.1588569798979,65.09427930489062,358.66910126396203,54.07952663647343,Fall,5.4514081594451165
Cotton,282.8195322405377,21.25635615357226,1.3281494574305661,68.18708998260823,48.967574485573564,481.1215392996693,41.55456584081042,Fall,3.9261572336070905
Cotton,194.89399469771053,33.939525377095435,1.4746955694599566,234.64474939704573,16.392211088439396,417.8209177686822,51.36538042528482,Summer,4.7875914507803214
Wheat,182.32103846365774,19.975882941060867,8.507476973875972,187.85586424516742,53.908894539825354,116.00525221404973,40.19036599807488,Spring,5.727848714482813
Wheat,153.8065533049526,30.995040166610668,2.061752352652554,75.42052275414808,73.19478957834812,232.92396429598386,36.37834927877709,Summer,7.715765405249967
Wheat,69.20094351532761,14.713515143731279,1.4063622797106277,121.34463386178128,56.189797824503685,288.2178739804891,84.40454235435323,Spring,6.47144308116789
Wheat,52.95840960165248,26.81151245062572,4.94109898428621,168.4965987803193,88.4895457371923,225.8070288836421,89.85902030252842,Summer,4.1341690737187005
Wheat,66.14586272105261,34.42517386097359,8.595941247478223,217.11434101812975,36.00433149918244,380.07502433218264,39.84686637574742,Fall,6.363789933582169
Cotton,55.93147864327636,12.54732752182342,3.361675388403717,58.73218574260171,17.762425417356845,430.5076599450324,33.271353532696786,Fall,7.673012175974882
Wheat,233.875342070026,10.2079985556798,4.795413557733248,97.32662629400177,94.29090504922056,392.5380380741086,49.78386642877274,Spring,4.745973546751811
Corn,105.03757775001903,20.83956981581536,1.359302793073761,227.94979805907602,44.03767145753971,495.7333147313101,57.69955084568492,Spring,4.168230065298783
Soybean,17.35280296901891,12.31563707628418,5.041706627213883,51.833110036763294,61.876499630827006,209.01905915721164,42.28927482455127,Summer,2.0071215435047876
Wheat,290.7307890422434,28.709608741905782,6.198517725734203,90.27982055877749,81.28028135171763,449.9957980097686,48.08549470791351,Summer,7.300407409230605
Wheat,265.13576548902773,32.863716596213976,6.138163483769303,241.80483519459318,39.18822974880226,406.64906606979446,42.05224414149946,Spring,3.101822825158761
Cotton,278.3256849585639,20.85052431771897,3.9918402295692865,172.68036930443424,74.454808435985,244.87150302325844,76.45563410594707,Spring,1.9157263293244071
Wheat,298.47234679393057,16.467791053886025,3.8397986259682195,102.3342733275013,22.187696483604523,393.64981746278744,72.75467659483564,Summer,4.99182266284204
Wheat,52.16857476584619,20.860082975165245,1.959612570429381,63.39821887916952,36.216437248495474,141.6303825672988,68.0970909456589,Spring,6.998347698749913
Wheat,118.87260567079763,28.086195446250024,4.301184885816415,55.63826808944443,23.02395725228679,415.7333929362209,53.23307142475228,Spring,4.143127861549841
Cotton,227.47154271122739,10.226354039509275,1.8954520198566818,98.94901592738546,83.01075025612221,312.932241034841,84.54245647885415,Spring,6.589938556033606
Wheat,208.80618541613768,24.73634973711743,7.899363502408464,226.2971639177821,30.038431170410682,216.91606908370127,88.1719524921012,Spring,6.936574047345973
Soybean,46.16877190195652,25.332292122184477,9.696468679733673,133.1827308595019,74.56631998646893,362.31092071367203,40.41835875752472,Fall,4.453623132329114
Cotton,244.74993749718533,25.942206172398386,9.730670110000363,194.0666738331986,94.89685575210873,356.6479994857636,43.380758484712686,Fall,5.341207928613079
Soybean,67.3321715509982,16.05055199952193,8.785639894378544,233.65700707599154,57.49949881619893,183.79448908783988,61.537861680022175,Spring,4.97042994050311
Cotton,67.14528444678692,27.85131808445317,6.407129344056572,131.60809232056332,58.602627303461894,112.15896592461046,35.47503415693472,Summer,7.60477310062426
Wheat,161.09232686802406,12.28478715829441,7.307791275194919,88.25547420747941,51.493021128803086,273.4490347606695,56.18690392938677,Fall,6.2157869530964485
Soybean,177.88198045251096,14.98175841167002,3.5668522241237266,153.4235861713839,39.330112905427846,327.8047477377685,64.90747588666261,Summer,7.514728270005735
Cotton,174.02586235134336,31.936751166362047,6.676933781553585,231.6167374119709,52.80895278324254,450.6421113482394,61.32441426823999,Summer,2.930064857402817
Corn,27.446051219326463,28.46807876816416,5.100845944958897,210.87488282754012,64.25267790400835,471.28671825903774,49.854514984681565,Fall,3.516539536912358
Wheat,263.2382587891141,10.34363885028363,5.338156057992393,63.165968672630754,98.73924149535934,311.5220872627066,62.54674836463241,Summer,1.96093757567044
Cotton,79.68001277661182,16.209406509245007,7.819989043376421,188.51456001551637,94.39881033864017,401.52139350741794,87.52805725553087,Summer,4.7494017185227495
Corn,38.85447638484125,15.360162074829114,3.537265200375265,164.37950449179075,87.59376624638097,275.7213089311988,42.36104425748256,Spring,7.18050391600842
Cotton,266.62442396069315,16.770158200924314,3.8623565052506788,231.4926352692851,90.02174821343725,398.4328626291572,69.28988150364022,Spring,3.624503531349652
Corn,286.69544946892603,16.188994256997162,9.321776120157729,74.49628337005944,52.106426496283866,181.92060997566676,32.60380164936311,Spring,2.3338336951706546
Wheat,258.6382851796352,11.563157393571144,1.5060186536587503,156.80722264093131,69.16998944597184,248.42589392141258,33.984984268886095,Fall,1.9449006570388443
Soybean,242.85482241746342,21.47351291492051,5.370708685720063,225.89253870237846,90.55600506425927,353.6911995254459,63.109693453415105,Spring,4.408751771403755
Corn,196.57259419170651,28.31833686965413,9.215207203670756,132.00475734834862,45.36556884922177,107.26318624283154,36.29635081967697,Summer,2.5661413400869613
Cotton,165.2572111827418,25.16829311793591,6.493267070363413,146.39898354657342,96.5586230510922,388.9845241355816,31.340807305611442,Summer,3.7496761877531726
Wheat,26.09602797342304,26.821791714951996,5.9176636679091885,64.09213553339166,47.420745586226474,434.2142005072667,40.29077985888133,Summer,6.829868752535839
Corn,122.53596392120961,12.028729463405979,3.247697613064197,105.62872808978216,64.0974398853894,259.6566644375806,63.89095025997447,Summer,3.9963079879239083
Cotton,111.8065551036942,33.78726775441968,4.089479401580034,114.90132983378946,73.88242419451348,279.1769668708657,72.20045727113595,Summer,5.464160968666312
Cotton,77.92613512809787,30.96229584607562,8.668435742242236,239.02448974897737,95.55328117683445,440.5128848866124,42.1487138484828,Fall,4.764040362848297
Cotton,217.02603410657548,30.127257962391568,6.032963185916123,106.5334721082318,32.01546466470394,410.2618541304134,70.09556623249047,Summer,6.170466404305236
Corn,148.76272052363123,30.574595126044187,5.6326797438110185,142.1737470539304,77.1517880414778,215.25979561335,40.94857986595376,Fall,2.515072233419197
Corn,24.31386477229438,33.31776270331903,1.8962174218602603,184.26088471285595,56.873402752967394,229.59044262461558,66.80744559787543,Summer,7.482866737143522
Corn,66.0549605849434,23.60634915284244,1.144253408096108,82.43667448157548,34.170142655857696,371.5512929562386,54.71758079374793,Fall,5.68361318407523
Soybean,204.97762909787878,15.007050446690648,9.673166698183442,147.2884774283749,79.89461558167515,325.2792369792645,69.22797056001701,Fall,3.2611992552706974
Corn,22.839257847090057,25.41959019631353,4.392875505581575,197.70780789518153,59.70000521564619,164.8918284385988,89.70316514875483,Summer,2.3011491028973836
Corn,255.3620742146306,28.572037341698476,6.428917558895539,223.3710426054132,69.48764385847082,223.97196369166656,86.26901791395372,Summer,2.473216166950237
Corn,148.54395810419228,28.447934833850635,1.7174356586855648,175.25185493248534,39.06109617201109,459.99331075146165,30.256905470166217,Summer,6.587309024824703
Soybean,144.1759731979944,23.036225604172003,7.148028571507419,183.81070306338958,53.31465566448445,375.2697746889054,83.12632586173834,Summer,5.322715346534227
Corn,177.7223353978553,11.711467983339451,9.393100378353648,75.2566945169138,65.56188258892604,494.38972707420777,33.98944771048599,Spring,3.974928889668192
Cotton,247.40428977754476,19.277823460753197,6.180987276976777,239.15529944926942,46.44197328428596,406.80501199230775,87.18279516959069,Spring,3.6638555002147197
Corn,104.34276237065791,33.01916521158393,2.135037901378695,76.51481549689647,27.85352858629312,476.7897728574361,46.90954074598108,Fall,7.062427028603446
Cotton,203.40484576771905,24.61122274393565,6.23549374726129,204.93458743635966,96.54764430837736,186.47542954819016,52.922089824676256,Fall,7.185956404579497
Cotton,169.7195891987373,23.458298581392835,7.897124917941872,102.96326435566377,56.032078603835565,408.5939499267703,35.49829231054367,Spring,5.278203249725404
Cotton,80.1084810508264,16.721337859554836,4.657748829166168,236.71862874025032,76.05283332589305,108.08700805911897,36.736365499734575,Fall,4.909536426822736
Soybean,263.5889959065474,19.211222997914472,8.91853973147321,193.9919078738959,46.994247420045234,368.30400868461356,73.60443391375918,Summer,6.806912273497715
Soybean,239.22780648207842,32.383652228829234,6.83814658021628,200.76274259567379,41.96185876231447,287.7129112480966,86.6599341448975,Fall,6.370678668663439
Soybean,197.53555039752766,26.661576188170894,9.093240264602823,93.81183461197666,46.64478686204125,238.70402876802746,66.64490969725857,Fall,4.102113691630625
Corn,255.17451872827257,29.68467566880832,6.611547801226035,138.60799532703214,46.82769794070848,444.96174091723566,72.95100093160866,Fall,2.03780145088057
Cotton,260.1882602879407,21.358635576691377,2.181591748043418,173.56263891785727,58.97621043477582,441.70707706301226,75.7181846758292,Spring,6.495250697858056
Soybean,212.50889301451045,25.75618048640395,3.787225399946702,203.99472364132018,58.912288298322686,108.92068195945743,45.7688564731765,Spring,2.5965566881115842
Soybean,251.10399850910161,16.20959021858019,2.8161545342721124,70.79187518247792,54.74384342945845,343.8020489797724,32.713777855212896,Fall,1.6064498921101091
Corn,209.24143850078508,27.63652075708716,9.179438479451761,242.47306329090569,22.13072064256943,247.13288972838257,30.112364635150115,Summer,6.981467388825941
Soybean,204.04223152809013,20.690033342583433,7.843600605587344,228.0441341109112,54.6467930650478,266.26440060017967,51.03895697724112,Fall,5.258649994688671
Corn,185.5834134645553,21.063637870368638,7.087585320190055,104.06971809911687,25.219351037858633,432.8162956875104,44.487853691952964,Spring,7.29582923098243
Wheat,225.81499186729238,26.233058114422043,3.708696876684595,214.5520486064664,21.352220766618863,223.9359086110713,33.73906350295114,Summer,4.649822540784517
Soybean,47.58153158792211,33.407015536723165,2.656402948451922,153.6647846079647,93.9381145607051,477.21952425504804,40.77169754962,Fall,7.522127154624119
Wheat,264.26122775967855,11.600158665215524,7.808059791900206,142.36129631240374,64.44550118329337,171.8535305488563,37.46993389607687,Spring,3.8008163618626147
Corn,261.5530583235696,30.61858093367519,5.267421512911717,112.88682116228108,69.35410523121259,365.08896934727113,84.89270283704222,Summer,6.209393015172903
Cotton,8.774184910367744,17.309577760304826,3.032105969355662,166.1937173263185,46.16143033000274,368.8420268055059,38.41603280755014,Fall,3.4564123102015927
Soybean,247.7450251694288,21.097986362659448,6.549597803487476,195.97782354071956,91.80828027233778,200.87806457116727,62.25890783926075,Spring,1.5075638181318598
Corn,38.66096024203356,10.547833219375224,1.3630046692460678,132.18658099255165,67.41374406216988,229.9002435868808,65.58635730672987,Summer,3.968339474568219
Cotton,100.53565627774258,17.526151945857826,3.9355322871542815,175.84383860165843,79.22528825712287,433.9193970319762,62.60936746251802,Fall,6.295475835210052
Cotton,223.05247688748233,22.565781065753264,5.2170129513202115,189.86258423106074,43.170622212494244,404.722101981981,35.943386052959276,Summer,2.47515716640234
Wheat,48.22796881449246,11.404401933685975,2.3316250069846527,192.22436340305717,96.40106927372129,231.63835212590382,49.12790170503307,Summer,4.781213215848055
Corn,245.39010723571866,22.27739323457913,9.861890298317556,60.393219626236046,83.84151611424835,313.58261877397354,33.0762199477892,Summer,2.8800896515296475
Cotton,249.6402533873226,33.17776572146069,2.8818762813065284,221.94956113701338,86.85536167130893,124.67211850123817,53.74019484577896,Spring,1.9850567892241688
Soybean,152.24032012825086,12.63483045269513,2.1731781703893898,141.6506629530096,25.497484068317885,183.4983529594517,41.31593587629552,Fall,5.513437882638056
Soybean,1.915761515050074,29.11101820188761,2.8318138649820677,102.48321633924289,34.38668870840976,294.32822354415964,63.69795199706279,Summer,7.687789544972119
Wheat,86.11143995247383,20.241776334399816,7.921550198437518,98.35290149593632,35.70639397152193,134.38949411168466,71.56850363094603,Summer,3.5195774216664613
Cotton,185.07807551272265,26.37934286310845,4.829550933446585,146.6028225687901,34.38183009221841,437.332941956775,61.927191612282385,Summer,5.274197702339677
Corn,294.35585340822706,16.505914949630736,6.088743457772842,227.36630789379183,86.98673458938592,387.20248404305914,56.05420179668374,Spring,7.698421890380164
Soybean,189.54405810500052,13.987306563533958,1.1890824128772466,125.66951633652938,12.86963156877329,477.45346825939794,53.24000525140154,Summer,5.728141774965469
Cotton,77.94107431924793,14.011565356780661,1.309881777159831,199.94514935670867,16.848999008269686,377.38676238561084,80.50150608582022,Spring,5.875236465014702
Cotton,190.2017109298834,11.762298641078615,5.012429948443145,69.36374619744372,34.65233835669133,476.16054890487425,43.162083903916205,Spring,2.663035325145433
Wheat,161.99561391475663,14.641167622531075,8.349897188814612,145.21134043021237,27.98856771844993,321.805022276386,74.05310037173213,Summer,4.701962912543373
Soybean,233.9536185453431,26.605484624724205,8.967149908368087,248.33722807854713,30.867365249456352,340.08744442478775,75.44893948440713,Summer,3.8860378560671034
Soybean,32.094191648087524,32.042265296087706,1.780359108360762,204.0875605584674,81.814887032797,490.78842185050433,55.152000436244066,Spring,4.561219540541695
Corn,228.3083707506084,30.353142139779045,5.845267918909205,92.1056976881226,60.68139345028422,356.8516587457041,47.83803595353836,Spring,6.705372746872202
Soybean,162.37997360283308,27.128357746862104,9.219067176513434,150.28829473958214,10.51935951636712,112.31462754429865,58.23248916275851,Summer,4.494543420349639
Corn,288.8976011576984,12.760796585277568,4.491754789580977,96.72495272971331,48.63904891337757,389.5211106522093,35.59283555356191,Spring,1.908529408675928
Soybean,102.56164981160583,17.229686157398746,8.466092482855316,131.91218545250183,46.7096434165323,462.18747685496623,32.755801933745396,Spring,7.38602079748061
Wheat,189.78656794018443,17.745171883061722,2.203260889594926,206.01680474699296,20.255074250008917,418.23209991773064,36.696191967113506,Summer,5.041303268437809
Soybean,279.60843165300525,16.24892365994053,9.418550407010189,204.24496305808074,70.85276097413114,333.533309050169,41.22870188773357,Summer,7.509213330446897
Corn,30.75291839720378,22.875141492743076,7.762809857781724,95.62007558047702,73.1887469541542,368.52140523740655,60.250609220282584,Fall,5.220304328179559
Corn,281.1685461709353,23.388845371991813,9.472009535082115,234.44466363097203,74.88038971468879,496.0767157006687,80.94819816966734,Summer,1.9526360538378937
Wheat,206.365716690244,18.922149379277755,7.089555101972558,168.51363655296535,75.56238510027329,136.26483540373533,44.13853991998122,Summer,5.093651057917513
Soybean,20.35111773155157,18.844728968410898,4.270635387994843,125.98485819240291,10.004754423906713,366.8979314532958,86.10972064480669,Summer,5.242303061202424
Soybean,90.28907008404488,30.713889947652035,9.443630552722501,150.3871161561721,95.85287234620499,213.35907782823753,87.29447453610021,Fall,2.8932092157293416
